taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey
7294854,Buglossoides arvensis subsp. arvensis,7294854,Buglossoides arvensis subsp. arvensis,1,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Boraginaceae,2498,Buglossoides,2925900,Buglossoides arvensis,2925901
5792086,"Melitaea varia Meyer-Dur, 1851",5792086,"Melitaea varia Meyer-Dur, 1851",12,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Nymphalidae,7017,Melitaea,9042695,Melitaea varia,5792086
3122520,Anthemis ismelia Lojac.,3122520,Anthemis ismelia Lojac.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Anthemis,3122476,Anthemis ismelia,3122520
3930120,Aquilegia nugorensis Arrigoni & E.Nardi,3930120,Aquilegia nugorensis Arrigoni & E.Nardi,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Aquilegia,3033167,Aquilegia nugorensis,3930120
1614155,"Mycetophila evanida Lastovka, 1972",1614155,"Mycetophila evanida Lastovka, 1972",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Mycetophilidae,5565,Mycetophila,1487049,Mycetophila evanida,1614155
2864775,Luronium natans Raf.,2864775,Luronium natans Raf.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Alismataceae,3720,Luronium,2864774,Luronium natans,2864775
4463461,"Hemitrichapion waltoni (Stephens, 1839)",4463461,"Hemitrichapion waltoni (Stephens, 1839)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Apionidae,4207,Hemitrichapion,4571456,Hemitrichapion waltoni,4463461
5147038,"Idaea bilinearia Fuchs, 1878",5147038,"Idaea bilinearia Fuchs, 1878",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Idaea,1973909,Idaea bilinearia,5147038
1911467,"Coenonympha gardetta (de Prunner, 1798)",1911467,"Coenonympha gardetta (de Prunner, 1798)",67,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Nymphalidae,7017,Coenonympha,1911078,Coenonympha gardetta,1911467
3988701,Lythrum junceum Banks & Solander,3988701,Lythrum junceum Banks & Solander,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Lythraceae,6684,Lythrum,3188731,Lythrum junceum,3988701
7515045,Lotus tenuis Willd.,5350087,Lotus glaber Mill.,9,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lotus,10220564,Lotus glaber,5350087
4139059,Phleum rhaeticum (Humphries) Rauschert,8952395,Phleum alpinum L.,14,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Phleum,2706001,Phleum alpinum,8952395
5356429,Lathyrus angulatus L.,5356429,Lathyrus angulatus L.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lathyrus,2962244,Lathyrus angulatus,5356429
1879959,"Crambus lathoniellus (Zincken, 1817)",1879959,"Crambus lathoniellus (Zincken, 1817)",4,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Crambidae,8841,Crambus,1879915,Crambus lathoniellus,1879959
5239920,Suillus plorans (Rolland) Kuntze,5239920,Suillus plorans (Rolland) Kuntze,1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Suillaceae,8455,Suillus,7414997,Suillus plorans,5239920
2712989,Isolepis R.Br.,2712989,Isolepis R.Br.,5,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Isolepis,2712989,,
5724265,"Odostomia turrita Hanley, 1844",5724265,"Odostomia turrita Hanley, 1844",3,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,,,Pyramidellidae,6783,Odostomia,5191789,Odostomia turrita,5724265
8666050,"Nitzschia sinuata (Thwaites) Grunow, 1880",8225341,"Denticula sinuata Thwaites, 1856",1,SPECIES,SYNONYM,Chromista,4,Ochrophyta,98,Bacillariophyceae,7947184,Bacillariales,7489174,Bacillariaceae,8316869,Denticula,2627962,Denticula sinuata,8225341
2679761,"Cirriphyllum piliferum Grout, 1898",2679761,"Cirriphyllum piliferum Grout, 1898",2,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Brachytheciaceae,4651,Cirriphyllum,2679759,Cirriphyllum piliferum,2679761
5168258,"Micaria silesiaca L.Koch, 1875",5168258,"Micaria silesiaca L.Koch, 1875",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Araneae,1496,Gnaphosidae,7370,Micaria,2132909,Micaria silesiaca,5168258
6874403,"Chilostoma cingulatum colubrinum (De Cristofori & Jan, 1832)",6874403,"Chilostoma cingulatum colubrinum (De Cristofori & Jan, 1832)",1,SUBSPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Stylommatophora,1456,Helicidae,6540,Chilostoma,4563057,Chilostoma cingulatum,4563246
7290586,Coris monspeliensis L.,7290586,Coris monspeliensis L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Primulaceae,6674,Coris,3234239,Coris monspeliensis,7290586
1983101,"Eupithecia cocciferata Milliere, 1864",1983101,"Eupithecia cocciferata Milliere, 1864",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Eupithecia,1982367,Eupithecia cocciferata,1983101
4139625,Phleum hirsutum Honck.,4139625,Phleum hirsutum Honck.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Phleum,2706001,Phleum hirsutum,4139625
2681584,"Hygrohypnum polare Loeske, 1905",2681584,"Hygrohypnum polare Loeske, 1905",2,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Amblystegiaceae,4650,Hygrohypnum,2681562,Hygrohypnum polare,2681584
3142203,Leuzea conifera (L.) DC.,3142200,Rhaponticum coniferum (L.) Greuter,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Rhaponticum,8345908,Rhaponticum coniferum,3142200
2718229,Holoschoenus romanus (L.) Fritsch,2718214,Scirpoides holoschoenus subsp. holoschoenus,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Scirpoides,2718197,Scirpoides holoschoenus,2718201
1849806,"Scrobipalpa murinella (Duponchel, 1843)",1849806,"Scrobipalpa murinella (Duponchel, 1843)",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gelechiidae,3553,Scrobipalpa,1849663,Scrobipalpa murinella,1849806
5595243,Schenkia spicata (L.) G.Mans.,5595243,Schenkia spicata (L.) G.Mans.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Gentianaceae,2503,Schenkia,8177819,Schenkia spicata,5595243
2917056,Asperula aristata L.f.,2917056,Asperula aristata L.f.,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Asperula,2916597,Asperula aristata,2917056
2438162,"Chionomys nivalis (Martins, 1842)",2438162,"Chionomys nivalis (Martins, 1842)",9,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Cricetidae,3240723,Chionomys,2438159,Chionomys nivalis,2438162
5109557,"Cucullia xeranthemi Boisduval, 1840",5109557,"Cucullia xeranthemi Boisduval, 1840",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Cucullia,1763285,Cucullia xeranthemi,5109557
3128106,Centaurea tenacissima (Groves) Brullo,3128106,Centaurea tenacissima (Groves) Brullo,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Centaurea,3127469,Centaurea tenacissima,3128106
5120696,"Coleophora ibipennella Zeller, 1849",5120696,"Coleophora ibipennella Zeller, 1849",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Coleophoridae,8838,Coleophora,1843897,Coleophora ibipennella,5120696
5376883,Lepidium hirtum subsp. nebrodense (Raf.) Thell.,5376883,Lepidium hirtum subsp. nebrodense (Raf.) Thell.,5,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Lepidium,3051713,Lepidium hirtum,5376874
4571085,"Clausilia cruciata (S.Studer, 1820)",4571085,"Clausilia cruciata (S.Studer, 1820)",2,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Stylommatophora,1456,Clausiliidae,3243939,Clausilia,3243945,Clausilia cruciata,4571085
8980504,"Charpentieria itala clavata (Rossmässler, 1836)",8984722,"Charpentieria clavata (Rossmässler, 1836)",5,SUBSPECIES,SYNONYM,Animalia,1,Mollusca,52,Gastropoda,225,Stylommatophora,1456,Clausiliidae,3243939,Charpentieria,3243943,Charpentieria clavata,8984722
5384787,Silene coeli-rosa (L.) Godr.,3814157,Eudianthe coeli-rosa (L.) Endl.,4,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Eudianthe,7267834,Eudianthe coeli-rosa,3814157
5030867,"Ichneumon caloscelis Wesmael, 1845",5030867,"Ichneumon caloscelis Wesmael, 1845",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Ichneumonidae,3512,Ichneumon,1298050,Ichneumon caloscelis,5030867
3068755,Euphorbia baselicis Ten.,7225870,Euphorbia barrelieri subsp. barrelieri,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749,Euphorbia barrelieri,3069246
4534261,"Caradrina wullschlegeli Pungeler, 1903",4534261,"Caradrina wullschlegeli Pungeler, 1903",4,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Caradrina,1764920,Caradrina wullschlegeli,4534261
2608123,Ramalina canariensis J.Steiner,2608123,Ramalina canariensis J.Steiner,2,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Ramalinaceae,4812,Ramalina,2521975,Ramalina canariensis,2608123
1337165,"Hoplitis tuberculata (Nylander, 1848)",1337165,"Hoplitis tuberculata (Nylander, 1848)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Megachilidae,7911,Hoplitis,1336906,Hoplitis tuberculata,1337165
3324883,"Tricholoma equestre (L.) P.Kumm., 1871",3324883,"Tricholoma equestre (L.) P.Kumm., 1871",1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Tricholoma,2527766,Tricholoma equestre,3324883
5735127,"Eupteryx Curtis, 1833",5735127,"Eupteryx Curtis, 1833",1,GENUS,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Cicadellidae,9647,Eupteryx,5735127,,
4048819,Linum radiola L.,2873844,Radiola linoides Roth,3,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Linaceae,2493,Radiola,2873843,Radiola linoides,2873844
3140320,Lactuca muralis (L.) Gaertn.,7973078,Lactuca muralis (L.) E.Mey.,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Lactuca,3140231,Lactuca muralis,7973078
5137695,"Colias phicomone (Esper, 1780)",5137695,"Colias phicomone (Esper, 1780)",58,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Pieridae,5481,Colias,7786896,Colias phicomone,5137695
5752048,"Galerucella pusilla (Duftschmid, 1825)",5752048,"Galerucella pusilla (Duftschmid, 1825)",4,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Galerucella,1048343,Galerucella pusilla,5752048
4148696,Molineriella minuta (L.) Rouy,4144725,Periballia minuta (L.) Asch. & Graebn.,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Periballia,4144714,Periballia minuta,4144725
8040396,"Oreina speciosa (Linnaeus, 1767)",8040396,"Oreina speciosa (Linnaeus, 1767)",7,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Oreina,6757727,Oreina speciosa,8040396
5605285,Thymus spinulosus Ten.,5605285,Thymus spinulosus Ten.,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Thymus,2926960,Thymus spinulosus,5605285
7983380,Kickxia cirrhosa Fritsch,7983380,Kickxia cirrhosa Fritsch,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Kickxia,3170816,Kickxia cirrhosa,7983380
2137084,"Labulla thoracica (Wider, 1834)",2137084,"Labulla thoracica (Wider, 1834)",6,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Araneae,1496,Linyphiidae,3415,Labulla,2137081,Labulla thoracica,2137084
2431450,"Speleomantes Dubois, 1984",2431450,"Speleomantes Dubois, 1984",7,GENUS,ACCEPTED,Animalia,1,Chordata,44,Amphibia,131,Caudata,953,Plethodontidae,6748,Speleomantes,2431450,,
7866225,Ranunculus macrophyllus Desf.,7866225,Ranunculus macrophyllus Desf.,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Ranunculus,3033294,Ranunculus macrophyllus,7866225
5142282,"Hesperia comma (Linnaeus, 1758)",5142282,"Hesperia comma (Linnaeus, 1758)",34,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Hesperiidae,6953,Hesperia,5142228,Hesperia comma,5142282
2853249,Pancratium illyricum L.,2853249,Pancratium illyricum L.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Pancratium,2853236,Pancratium illyricum,2853249
2703015,Setaria verticilliformis Dumort.,5289686,Setaria verticillata (L.) P.Beauv.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Setaria,2702955,Setaria verticillata,5289686
5260765,Gyalecta derivata (Nyl.) H.Olivier,5260765,Gyalecta derivata (Nyl.) H.Olivier,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Ostropales,1279,Gyalectaceae,2149,Gyalecta,2560988,Gyalecta derivata,5260765
4534485,"Apamea illyria Freyer, 1846",4534485,"Apamea illyria Freyer, 1846",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Apamea,1795782,Apamea illyria,4534485
1340500,"Bombus sichelii Radoszkowski, 1860",1340500,"Bombus sichelii Radoszkowski, 1860",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Apidae,4334,Bombus,1340278,Bombus sichelii,1340500
1790651,"Rhyacia lucipeta (Denis & Schiffermuller, 1775)",1790651,"Rhyacia lucipeta (Denis & Schiffermuller, 1775)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Rhyacia,1790601,Rhyacia lucipeta,1790651
4435934,"Xantholinus maritimus Reitter, 1908",4435934,"Xantholinus maritimus Reitter, 1908",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Staphylinidae,7854,Xantholinus,8320209,Xantholinus maritimus,4435934
7521885,"Bryophila raptricula (Denis & Schiffermuller, 1775)",7521885,"Bryophila raptricula (Denis & Schiffermuller, 1775)",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Bryophila,3257894,Bryophila raptricula,7521885
2381322,"Kyphosus incisor (Cuvier, 1831)",2381322,"Kyphosus incisor (Cuvier, 1831)",3,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Actinopterygii,204,Perciformes,587,Kyphosidae,4279,Kyphosus,2381286,Kyphosus incisor,2381322
1020944,"Brachydesmus superus Latzel, 1884",1020936,"Eubrachydesmus superus (Latzel, 1884)",11,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Diplopoda,361,Polydesmida,1247,Polydesmidae,4031,Eubrachydesmus,9081800,Eubrachydesmus superus,1020936
5299111,Iris pseudopumila Tineo,5299111,Iris pseudopumila Tineo,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Iridaceae,7698,Iris,2748017,Iris pseudopumila,5299111
2917058,Asperula aristata subsp. scabra Nyman,2917058,Asperula aristata subsp. scabra Nyman,2,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Asperula,2916597,Asperula aristata,2917056
4470158,"Graptodytes pictus (Fabricius, 1787)",4470158,"Graptodytes pictus (Fabricius, 1787)",7,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Dytiscidae,7824,Graptodytes,4405315,Graptodytes pictus,4470158
8009735,"Chrysis cerastes Abeille de Perrin, 1877",8009735,"Chrysis cerastes Abeille de Perrin, 1877",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Masaridae,8579,Chrysis,6725842,Chrysis cerastes,8009735
5189291,"Gouldia minima (Montagu, 1803)",5189291,"Gouldia minima (Montagu, 1803)",11,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Bivalvia,137,Venerida,9310756,Veneridae,3445,Gouldia,2287658,Gouldia minima,5189291
1582382,"Symphoromyia crassicornis (Panzer, 1806)",1582382,"Symphoromyia crassicornis (Panzer, 1806)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Rhagionidae,5587,Symphoromyia,1582341,Symphoromyia crassicornis,1582382
4461137,"Pachybrachis karamani Weise, 1893",4461137,"Pachybrachis karamani Weise, 1893",5,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Pachybrachis,7971053,Pachybrachis karamani,4461137
3069246,Euphorbia barrelieri Savi,3069246,Euphorbia barrelieri Savi,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749,Euphorbia barrelieri,3069246
5376627,Lepidium coronopus (L.) Al-Shehbaz,5376627,Lepidium coronopus (L.) Al-Shehbaz,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Lepidium,3051713,Lepidium coronopus,5376627
1984033,"Eupithecia breviculata (Donzel, 1837)",1984033,"Eupithecia breviculata (Donzel, 1837)",4,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Eupithecia,1982367,Eupithecia breviculata,1984033
7066662,Cirsium eriophorum subsp. eriophorum,7066662,Cirsium eriophorum subsp. eriophorum,2,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Cirsium,3112554,Cirsium eriophorum,3112620
2675901,"Distichium capillaceum Bruch & W.P.Schimper, 1846",2675901,"Distichium capillaceum Bruch & W.P.Schimper, 1846",6,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Dicranales,1335,Ditrichaceae,8743,Distichium,2673117,Distichium capillaceum,2675901
5210955,"Boops boops (Linnaeus, 1758)",5210955,"Boops boops (Linnaeus, 1758)",4,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Actinopterygii,204,Perciformes,587,Sparidae,5068,Boops,2375084,Boops boops,5210955
2977193,Ononis masquilierii Bertol.,2977193,Ononis masquilierii Bertol.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ononis,2977094,Ononis masquilierii,2977193
9391659,"Clausilia strobeli Strobel, 1850",9391659,"Clausilia strobeli Strobel, 1850",1,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Stylommatophora,1456,Clausiliidae,3243939,Clausilia,3243945,Clausilia strobeli,9391659
2608052,Toninia cinereovirens (Schaer.) A.Massal.,2608052,Toninia cinereovirens (Schaer.) A.Massal.,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Ramalinaceae,4812,Toninia,2600788,Toninia cinereovirens,2608052
2977200,Ononis cristata Mill.,2977200,Ononis cristata Mill.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ononis,2977094,Ononis cristata,2977200
4461554,"Lilioceris merdigera (Linnaeus, 1758)",4461555,"Chrysomela merdigera Linnaeus, 1758",6,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Chrysomela,1048762,Chrysomela merdigera,4461555
5289670,Setaria adhaerens (Forssk.) Chiov.,5289686,Setaria verticillata (L.) P.Beauv.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Setaria,2702955,Setaria verticillata,5289686
1849267,"Carpatolechia proximella (Hubner, 1796)",1849267,"Carpatolechia proximella (Hubner, 1796)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gelechiidae,3553,Carpatolechia,1849256,Carpatolechia proximella,1849267
6097549,"Zyras humeralis (Gravenhorst, 1802)",8597489,"Pella humeralis (Gravenhorst, 1802)",13,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Staphylinidae,7854,Pella,1040269,Pella humeralis,8597489
5724824,"Crepidula unguiformis Lamarck, 1822",5724824,"Crepidula unguiformis Lamarck, 1822",5,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Littorinimorpha,7390893,Calyptraeidae,6764,Crepidula,2301670,Crepidula unguiformis,5724824
6080947,Hieracium armerioides subsp. crispulum (Näg. & Peter) Zahn,6080947,Hieracium armerioides subsp. crispulum (Näg. & Peter) Zahn,2,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Hieracium,3134951,Hieracium armerioides,3136562
9400722,"Lathyrus oleraceus subsp. biflorus (Raf.) H.Schaef., Coulot & Rabaute, 2016",5631735,Pisum sativum subsp. biflorum (Raf.) Soldano,7,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Pisum,2940361,Pisum sativum,5347845
7688360,"Polyommatus bellargus (Rottemburg, 1775)",7688360,"Polyommatus bellargus (Rottemburg, 1775)",41,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Lycaenidae,5473,Polyommatus,1933268,Polyommatus bellargus,7688360
4535168,"Phengaris arion (Linnaeus, 1758)",4535168,"Phengaris arion (Linnaeus, 1758)",22,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Lycaenidae,5473,Phengaris,1925355,Phengaris arion,4535168
3127955,Centaurea nervosa Willd.,3127955,Centaurea nervosa Willd.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Centaurea,3127469,Centaurea nervosa,3127955
4490931,"Athalia bicolor Serville, 1823",4490931,"Athalia bicolor Serville, 1823",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Tenthredinidae,7918,Athalia,4404999,Athalia bicolor,4490931
7213452,Hadena compta compta,7213452,Hadena compta compta,10,SUBSPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Hadena,1787522,Hadena compta,1787590
5415039,Syringa vulgaris L.,5415039,Syringa vulgaris L.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Oleaceae,6652,Syringa,3172235,Syringa vulgaris,5415039
1430020,"Somatochlora alpestris Selys, 1840",1430020,"Somatochlora alpestris Selys, 1840",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Odonata,789,Corduliidae,7009,Somatochlora,1429956,Somatochlora alpestris,1430020
3171946,Verbascum sinuatum L.,3171946,Verbascum sinuatum L.,17,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Verbascum,2928970,Verbascum sinuatum,3171946
4358329,"Dikoleps depressa (Monterosato, 1880)",4358329,"Dikoleps depressa (Monterosato, 1880)",2,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Trochida,9715180,Skeneidae,6804,Dikoleps,4358326,Dikoleps depressa,4358329
8098493,Macbrideola cornea (G.Lister & Cran) Alexop.,8098493,Macbrideola cornea (G.Lister & Cran) Alexop.,1,SPECIES,ACCEPTED,Protozoa,7,Mycetozoa,33,Myxomycetes,319,Stemonitales,1295,Stemonitidaceae,8431,Macbrideola,7517178,Macbrideola cornea,8098493
5040893,"Melitta tricincta Kirby, 1802",5040893,"Melitta tricincta Kirby, 1802",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Melittidae,4345,Melitta,1345736,Melitta tricincta,5040893
8225244,Limonium secundirameum (Lojac.) Brullo,8225244,Limonium secundirameum (Lojac.) Brullo,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Plumbaginaceae,2419,Limonium,3082293,Limonium secundirameum,8225244
